medcode,READcode,Readterm,IHD,MI,Hypertension,AF,CVA,Diabetes,Iron_deficiency,Asthma,COPD,Cancer,Depression,Dementia
100347,C10A500,malnutritn-relat diabetes melitus wth periph circul complctn,,,,,,1,,,,,,
40837,C10EN00,type 1 diabetes mellitus with ketoacidotic coma,,,,,,1,,,,,,
18662,8HBH.00,diabetic retinopathy 6 month review,,,,,,1,,,,,,
55075,C109411,type ii diabetes mellitus with ulcer,,,,,,1,,,,,,
22871,C10EP00,type 1 diabetes mellitus with exudative maculopathy,,,,,,1,,,,,,
101728,66As.00,diabetic on subcutaneous treatment,,,,,,1,,,,,,
107508,66AH200,conversion to insulin by diabetes specialist nurse,,,,,,1,,,,,,
6791,C108800,insulin dependent diabetes mellitus - poor control,,,,,,1,,,,,,
68792,C10z000,"diabetes mellitus, juvenile type, + unspecified complication",,,,,,1,,,,,,
107603,C10P.00,diabetes mellitus in remission,,,,,,1,,,,,,
11433,2BBP.00,o/e - right eye background diabetic retinopathy,,,,,,1,,,,,,
13057,679L.00,health education - diabetes,,,,,,1,,,,,,
6813,1434,h/o: diabetes mellitus,,,,,,1,,,,,,
111483,66o6.00,diabetic on insulin and glucagon-like peptide 1,,,,,,1,,,,,,
21482,C102.00,diabetes mellitus with hyperosmolar coma,,,,,,1,,,,,,
59903,C106.11,diabetic amyotrophy,,,,,,1,,,,,,
38986,C100.00,diabetes mellitus with no mention of complication,,,,,,1,,,,,,
64357,C10zz00,diabetes mellitus nos with unspecified complication,,,,,,1,,,,,,
50225,C109011,type ii diabetes mellitus with renal complications,,,,,,1,,,,,,
107414,8I94.00,diabetes structured education programme not available,,,,,,1,,,,,,
101177,66At.00,diabetic dietary review,,,,,,1,,,,,,
13193,66AC.00,blood sugar charts,,,,,,1,,,,,,
2342,F372.12,diabetic neuropathy,,,,,,1,,,,,,
7777,8H4F.00,referral to diabetologist,,,,,,1,,,,,,
97809,8I82.00,did not complete dafne diabetes structured education program,,,,,,1,,,,,,
16491,C106.13,diabetes mellitus with polyneuropathy,,,,,,1,,,,,,
46290,C108y00,other specified diabetes mellitus with multiple comps,,,,,,1,,,,,,
99719,C10EA12,insulin-dependent diabetes without complication,,,,,,1,,,,,,
65684,U602311,[x] adverse reaction to insulins and antidiabetic agents,,,,,,1,,,,,,
64571,C109C11,type ii diabetes mellitus with nephropathy,,,,,,1,,,,,,
7059,8H2J.00,admit diabetic emergency,,,,,,1,,,,,,
506,C100112,non-insulin dependent diabetes mellitus,,,,,,1,,,,,,
93657,8Hj4.00,referral to desmond diabetes structured education programme,,,,,,1,,,,,,
68843,C103100,"diabetes mellitus, adult onset, with ketoacidotic coma",,,,,,1,,,,,,
111649,9OLP.00,,,,,,,1,,,,,,
29041,66AN.00,date diabetic treatment start,,,,,,1,,,,,,
18387,C10E700,type 1 diabetes mellitus with retinopathy,,,,,,1,,,,,,
111106,C108A12,type 1 diabetes mellitus without complication,,,,,,1,,,,,,
18230,C108J12,type 1 diabetes mellitus with neuropathic arthropathy,,,,,,1,,,,,,
93631,9OLL.00,xpert diabetes structured education programme completed,,,,,,1,,,,,,
17859,C109.12,type 2 diabetes mellitus,,,,,,1,,,,,,
107331,66AH100,conversion to insulin in secondary care,,,,,,1,,,,,,
2378,66AJ.00,diabetic - poor control,,,,,,1,,,,,,
106679,8OA3.00,provision of written information about diabetes and driving,,,,,,1,,,,,,
62613,C10EA11,type i diabetes mellitus without complication,,,,,,1,,,,,,
16230,C106.00,diabetes mellitus with neurological manifestation,,,,,,1,,,,,,
12506,66AP.00,diabetes: practice programme,,,,,,1,,,,,,
111798,C10FQ11,type ii diabetes mellitus with exudative maculopathy,,,,,,1,,,,,,
69043,ZC2C900,dietary advice for type i diabetes,,,,,,1,,,,,,
110087,8OAH.00,provision of written information about diabetes and high bp,,,,,,1,,,,,,
109744,8OAK.00,provsn written information about diabetes & high cholesterol,,,,,,1,,,,,,
22487,C10N.00,secondary diabetes mellitus,,,,,,1,,,,,,
115541,C10A400,malnutrition-related diabetes mellitus wth neuro complicatns,,,,,,1,,,,,,
113495,C109311,type ii diabetes mellitus with multiple complications,,,,,,1,,,,,,
19381,8HTk.00,referral to diabetic eye clinic,,,,,,1,,,,,,
102112,C10E611,type i diabetes mellitus with gangrene,,,,,,1,,,,,,
1647,C108.00,insulin dependent diabetes mellitus,,,,,,1,,,,,,
43857,C10M.00,lipoatrophic diabetes mellitus,,,,,,1,,,,,,
2475,C104.11,diabetic nephropathy,,,,,,1,,,,,,
53392,C10F911,type ii diabetes mellitus without complication,,,,,,1,,,,,,
27921,2G51000,foot abnormality - diabetes related,,,,,,1,,,,,,
41389,C105100,"diabetes mellitus, adult onset, + ophthalmic manifestation",,,,,,1,,,,,,
51957,C108511,type i diabetes mellitus with ulcer,,,,,,1,,,,,,
99277,9NiC.00,did not attend dafne diabetes structured education programme,,,,,,1,,,,,,
1684,66A4.00,diabetic on oral treatment,,,,,,1,,,,,,
32627,C10FN00,type 2 diabetes mellitus with ketoacidosis,,,,,,1,,,,,,
13099,2BBR.00,o/e - right eye preproliferative diabetic retinopathy,,,,,,1,,,,,,
2986,F420200,preproliferative diabetic retinopathy,,,,,,1,,,,,,
98392,C10C.12,maturity onset diabetes in youth type 1,,,,,,1,,,,,,
43921,C10E400,unstable type 1 diabetes mellitus,,,,,,1,,,,,,
45276,C10E312,insulin dependent diabetes mellitus with multiple complicat,,,,,,1,,,,,,
62209,C10EM11,type i diabetes mellitus with ketoacidosis,,,,,,1,,,,,,
66145,C10EN11,type i diabetes mellitus with ketoacidotic coma,,,,,,1,,,,,,
54601,9NN8.00,under care of diabetologist,,,,,,1,,,,,,
52303,C109000,non-insulin-dependent diabetes mellitus with renal comps,,,,,,1,,,,,,
34152,G73y000,diabetic peripheral angiopathy,,,,,,1,,,,,,
10642,ZC2C800,dietary advice for diabetes mellitus,,,,,,1,,,,,,
1682,C101.00,diabetes mellitus with ketoacidosis,,,,,,1,,,,,,
18390,C10FM00,type 2 diabetes mellitus with persistent microalbuminuria,,,,,,1,,,,,,
30310,K081.00,nephrogenic diabetes insipidus,,,,,,1,,,,,,
91943,C10EC11,type i diabetes mellitus with polyneuropathy,,,,,,1,,,,,,
97849,C10E912,insulin dependent diabetes maturity onset,,,,,,1,,,,,,
42567,C103000,"diabetes mellitus, juvenile type, with ketoacidotic coma",,,,,,1,,,,,,
32403,C107.11,diabetes mellitus with gangrene,,,,,,1,,,,,,
13103,2BBS.00,o/e - left eye preproliferative diabetic retinopathy,,,,,,1,,,,,,
61523,C106y00,other specified diabetes mellitus with neurological comps,,,,,,1,,,,,,
114011,K081100,congenital nephrogenic diabetes insipidus,,,,,,1,,,,,,
13194,9OL4.00,diabetes monitoring 1st letter,,,,,,1,,,,,,
93922,C104000,"diabetes mellitus, juvenile type, with renal manifestation",,,,,,1,,,,,,
96506,C10G000,secondary pancreatic diabetes mellitus without complication,,,,,,1,,,,,,
103743,8IE2.00,diabetes care plan declined,,,,,,1,,,,,,
31241,9OLZ.00,diabetes monitoring admin.nos,,,,,,1,,,,,,
68714,SL23.00,insulins and antidiabetic poisoning,,,,,,1,,,,,,
68390,C108512,type 1 diabetes mellitus with ulcer,,,,,,1,,,,,,
13291,66AE.00,feet examination,,,,,,1,,,,,,
8414,8CA4100,pt advised re diabetic diet,,,,,,1,,,,,,
50813,C109A11,type ii diabetes mellitus with mononeuropathy,,,,,,1,,,,,,
95636,C10ER00,latent autoimmune diabetes mellitus in adult,,,,,,1,,,,,,
47341,8A12.00,diabetic crisis monitoring,,,,,,1,,,,,,
7563,66A3.00,diabetic on diet only,,,,,,1,,,,,,
61122,C10H.00,diabetes mellitus induced by non-steroid drugs,,,,,,1,,,,,,
70316,C109112,type 2 diabetes mellitus with ophthalmic complications,,,,,,1,,,,,,
54008,C10EJ00,type 1 diabetes mellitus with neuropathic arthropathy,,,,,,1,,,,,,
100292,Cyu2300,[x]unspecified diabetes mellitus with renal complications,,,,,,1,,,,,,
16490,66AH.00,diabetic treatment changed,,,,,,1,,,,,,
38130,ZRB6.00,diabetes wellbeing questionnaire,,,,,,1,,,,,,
8306,8H7f.00,referral to diabetes nurse,,,,,,1,,,,,,
12640,C10FC00,type 2 diabetes mellitus with nephropathy,,,,,,1,,,,,,
93380,C10N100,cystic fibrosis related diabetes mellitus,,,,,,1,,,,,,
101801,66At100,type ii diabetic dietary review,,,,,,1,,,,,,
38078,66A9.00,understands diet - diabetes,,,,,,1,,,,,,
6509,C108700,insulin dependent diabetes mellitus with retinopathy,,,,,,1,,,,,,
47409,C109B11,type ii diabetes mellitus with polyneuropathy,,,,,,1,,,,,,
94011,9OLG.00,attended xpert diabetes structured education programme,,,,,,1,,,,,,
95553,9NiA.00,did not attend diabetes structured education programme,,,,,,1,,,,,,
105784,C109912,type 2 diabetes mellitus without complication,,,,,,1,,,,,,
24423,C108.13,type i diabetes mellitus,,,,,,1,,,,,,
52212,Cyu2.00,[x]diabetes mellitus,,,,,,1,,,,,,
13281,66A7.00,frequency of hypo. attacks,,,,,,1,,,,,,
95351,C10FA11,type ii diabetes mellitus with mononeuropathy,,,,,,1,,,,,,
55842,C109200,non-insulin-dependent diabetes mellitus with neuro comps,,,,,,1,,,,,,
68105,C10EB00,type 1 diabetes mellitus with mononeuropathy,,,,,,1,,,,,,
35116,2G5L.00,o/e - left diabetic foot - ulcerated,,,,,,1,,,,,,
13101,2BBV.00,o/e - left eye proliferative diabetic retinopathy,,,,,,1,,,,,,
70448,C107000,"diabetes mellitus, juvenile +peripheral circulatory disorder",,,,,,1,,,,,,
47816,C109H11,type ii diabetes mellitus with neuropathic arthropathy,,,,,,1,,,,,,
17067,F171100,autonomic neuropathy due to diabetes,,,,,,1,,,,,,
97281,9Nl4.00,seen by general practitioner special interest in diabetes,,,,,,1,,,,,,
1038,C100011,insulin dependent diabetes mellitus,,,,,,1,,,,,,
83485,66Am.00,insulin dose changed,,,,,,1,,,,,,
101834,9h43.00,excepted from diabetes qual indicators: service unavailable,,,,,,1,,,,,,
5884,C109.11,niddm - non-insulin dependent diabetes mellitus,,,,,,1,,,,,,
67905,C109211,type ii diabetes mellitus with neurological complications,,,,,,1,,,,,,
22023,66AJz00,diabetic - poor control nos,,,,,,1,,,,,,
14803,C100100,"diabetes mellitus, adult onset, no mention of complication",,,,,,1,,,,,,
105937,8IEQ.00,referral to community diabetes specialist nurse declined,,,,,,1,,,,,,
54856,C101100,"diabetes mellitus, adult onset, with ketoacidosis",,,,,,1,,,,,,
18278,C109J00,insulin treated type 2 diabetes mellitus,,,,,,1,,,,,,
11930,9NN9.00,under care of diabetes specialist nurse,,,,,,1,,,,,,
101311,C10EC12,insulin dependent diabetes mellitus with polyneuropathy,,,,,,1,,,,,,
98071,C10E112,insulin-dependent diabetes mellitus with ophthalmic comps,,,,,,1,,,,,,
108724,C10EQ11,type i diabetes mellitus with gastroparesis,,,,,,1,,,,,,
109837,C10E011,type i diabetes mellitus with renal complications,,,,,,1,,,,,,
41716,C108C00,insulin dependent diabetes mellitus with polyneuropathy,,,,,,1,,,,,,
100791,66Ar.00,insulin treatment stopped,,,,,,1,,,,,,
13100,2BBJ.00,o/e - no right diabetic retinopathy,,,,,,1,,,,,,
35385,C10FH00,type 2 diabetes mellitus with neuropathic arthropathy,,,,,,1,,,,,,
48078,F372000,acute painful diabetic neuropathy,,,,,,1,,,,,,
24836,C109C12,type 2 diabetes mellitus with nephropathy,,,,,,1,,,,,,
66274,66Ah.00,insulin needles changed for each injection,,,,,,1,,,,,,
35383,9OLD.00,diabetic patient unsuitable for digital retinal photography,,,,,,1,,,,,,
21420,66AJ200,loss of hypoglycaemic warning,,,,,,1,,,,,,
51697,C10G.00,secondary pancreatic diabetes mellitus,,,,,,1,,,,,,
100033,U60231E,[x] adverse reaction to insulins and antidiabetic agents nos,,,,,,1,,,,,,
24458,C109711,type ii diabetes mellitus - poor control,,,,,,1,,,,,,
31752,66A7000,frequency of hospital treated hypoglycaemia,,,,,,1,,,,,,
90301,66Ag.00,insulin needles changed daily,,,,,,1,,,,,,
11848,C314.11,renal diabetes,,,,,,1,,,,,,
101190,66AQ100,declined consent for diabetes year of care programme,,,,,,1,,,,,,
60699,C109F12,type 2 diabetes mellitus with peripheral angiopathy,,,,,,1,,,,,,
20696,66AA.11,injection sites - diabetic,,,,,,1,,,,,,
102946,C10E012,insulin-dependent diabetes mellitus with renal complications,,,,,,1,,,,,,
94186,9OLF.00,diabetes structured education programme completed,,,,,,1,,,,,,
63762,C10z100,"diabetes mellitus, adult onset, + unspecified complication",,,,,,1,,,,,,
110481,K081000,acquired nephrogenic diabetes insipidus,,,,,,1,,,,,,
103847,66Ax.00,checking accuracy of blood glucose meter,,,,,,1,,,,,,
65025,C107z00,diabetes mellitus nos with peripheral circulatory disorder,,,,,,1,,,,,,
36695,C10D.00,diabetes mellitus autosomal dominant type 2,,,,,,1,,,,,,
13097,2BBT.00,o/e - right eye proliferative diabetic retinopathy,,,,,,1,,,,,,
45250,ZL22500,under care of diabetic liaison nurse,,,,,,1,,,,,,
60046,C135.12,diabetes insipidus - pituitary,,,,,,1,,,,,,
12675,66AQ.00,diabetes: shared care programme,,,,,,1,,,,,,
110409,679l.00,diabetic injection administration education,,,,,,1,,,,,,
106528,C10FN11,type ii diabetes mellitus with ketoacidosis,,,,,,1,,,,,,
52104,C108300,insulin dependent diabetes mellitus with multiple complicatn,,,,,,1,,,,,,
11047,66AH000,conversion to insulin,,,,,,1,,,,,,
38161,C108711,type i diabetes mellitus with retinopathy,,,,,,1,,,,,,
109643,66o1.00,enquiry about diabetic erectile dysfunction declined,,,,,,1,,,,,,
102611,66At111,type 2 diabetic dietary review,,,,,,1,,,,,,
93875,C10E712,insulin dependent diabetes mellitus with retinopathy,,,,,,1,,,,,,
13068,66A6.00,last hypo. attack,,,,,,1,,,,,,
711,C10..00,diabetes mellitus,,,,,,1,,,,,,
47582,C10E000,type 1 diabetes mellitus with renal complications,,,,,,1,,,,,,
57954,D00z100,chlorotic anaemia,,,,,,,1,,,,,
27726,D000.00,iron deficiency anaemia due to chronic blood loss,,,,,,,1,,,,,
94528,D0...11,asiderotic anaemia,,,,,,,1,,,,,
48338,D000.12,iron deficiency anaemia due to blood loss,,,,,,,1,,,,,
36965,D00y011,kelly-paterson syndrome,,,,,,,1,,,,,
539,D00..12,microcytic - hypochromic anaemia,,,,,,,1,,,,,
19383,D0...12,sideropenic anaemia,,,,,,,1,,,,,
15439,D00zz00,iron deficiency anaemia nos,,,,,,,1,,,,,
9537,D00yz00,other specified iron deficiency anaemia nos,,,,,,,1,,,,,
31347,D00y.11,kelly - paterson syndrome,,,,,,,1,,,,,
19951,D00z000,achlorhydric anaemia,,,,,,,1,,,,,
4839,D00y100,microcytic hypochromic anaemia,,,,,,,1,,,,,
21127,D001.00,iron deficiency anaemia due to dietary causes,,,,,,,1,,,,,
40750,D00z200,idiopathic hypochromic anaemia,,,,,,,1,,,,,
4858,Dyu0000,[x]other iron deficiency anaemias,,,,,,,1,,,,,
6816,D000.11,normocytic anaemia due to chronic blood loss,,,,,,,1,,,,,
55478,D00y000,sideropenic dysphagia,,,,,,,1,,,,,
35199,D00y012,plummer-vinson syndrome,,,,,,,1,,,,,
20123,D00y.12,plummer - vinson syndrome,,,,,,,1,,,,,
18137,D00z.00,unspecified iron deficiency anaemia,,,,,,,1,,,,,
795,D00..00,iron deficiency anaemias,,,,,,,1,,,,,
33420,D00y.00,other specified iron deficiency anaemia,,,,,,,1,,,,,
882,D00..11,hypochromic - microcytic anaemia,,,,,,,1,,,,,
5909,H312011,chronic wheezy bronchitis,,,,,,,,1,1,,,
152,H302.00,wheezy bronchitis,,,,,,,,1,1,,,
5798,H312000,chronic asthmatic bronchitis,,,,,,,,1,1,,,
7092,H30..12,recurrent wheezy bronchitis,,,,,,,,1,1,,,
109958,H3B..00,asthma-chronic obstructive pulmonary disease overlap syndrom,,,,,,,,1,1,,,
110345,38B8.00,severe asthma exacerbation risk assessment,,,,,,,,1,,,,
63233,TJF7z00,adverse reaction to antiasthmatic nos,,,,,,,,1,,,,
4442,H33z.00,asthma unspecified,,,,,,,,1,,,,
54946,9OJ9.00,asthma monitoring deleted,,,,,,,,1,,,,
102952,1783,asthma trigger - warm air,,,,,,,,1,,,,
108475,66Yz000,asthma management plan declined,,,,,,,,1,,,,
5267,H331.00,intrinsic asthma,,,,,,,,1,,,,
45073,H331z00,intrinsic asthma nos,,,,,,,,1,,,,
37943,9OJ7.00,asthma monitor verbal invite,,,,,,,,1,,,,
27926,H330100,extrinsic asthma with status asthmaticus,,,,,,,,1,,,,
93353,H35y600,sequoiosis (red-cedar asthma),,,,,,,,1,,,,
13174,663Q.00,asthma not limiting activities,,,,,,,,1,,,,
9653,H5y1600,bronchospasm,,,,,,,,1,,,,
23481,G581.11,asthma - cardiac,,,,,,,,1,,,,
58196,H331100,intrinsic asthma with status asthmaticus,,,,,,,,1,,,,
110406,14Ok000,at risk of severe asthma exacerbation,,,,,,,,1,,,,
102301,1787,asthma trigger - seasonal,,,,,,,,1,,,,
103318,679J200,health education - structured patient focused asthma discuss,,,,,,,,1,,,,
7731,H330.14,pollen asthma,,,,,,,,1,,,,
13176,66YK.00,asthma follow-up,,,,,,,,1,,,,
5867,173A.00,exercise induced asthma,,,,,,,,1,,,,
42824,663q.00,asthma daytime symptoms,,,,,,,,1,,,,
47337,663m.00,asthma accident and emergency attendance since last visit,,,,,,,,1,,,,
106805,H335.00,chronic asthma with fixed airflow obstruction,,,,,,,,1,,,,
73408,SLF7z00,antiasthmatic poisoning nos,,,,,,,,1,,,,
16667,8795,asthma control step 2,,,,,,,,1,,,,
29645,8793,asthma control step 0,,,,,,,,1,,,,
21232,H33zz12,allergic asthma nec,,,,,,,,1,,,,
102209,38DV.00,mini asthma quality of life questionnaire,,,,,,,,1,,,,
73522,173d.00,work aggravated asthma,,,,,,,,1,,,,
4606,H33zz11,exercise induced asthma,,,,,,,,1,,,,
41020,66YC.00,absent from work or school due to asthma,,,,,,,,1,,,,
233,H33z011,severe asthma attack,,,,,,,,1,,,,
16655,9OJ..00,asthma monitoring admin.,,,,,,,,1,,,,
109996,66Yz500,telehealth asthma monitoring,,,,,,,,1,,,,
11387,9OJ2.00,refuses asthma monitoring,,,,,,,,1,,,,
105674,661M100,asthma self-management plan agreed,,,,,,,,1,,,,
30458,66YR.00,asthma monitoring by doctor,,,,,,,,1,,,,
13065,663V200,moderate asthma,,,,,,,,1,,,,
51116,U60F600,"[x]antiasthmats caus adverse effects in therapeut use, nec",,,,,,,,1,,,,
47684,H47y000,detergent asthma,,,,,,,,1,,,,
31225,663t.00,asthma causes daytime symptoms 1 to 2 times per month,,,,,,,,1,,,,
103612,66Ys.00,asthma never causes night symptoms,,,,,,,,1,,,,
18323,H331111,intrinsic asthma with asthma attack,,,,,,,,1,,,,
3665,H331.11,late onset asthma,,,,,,,,1,,,,
102395,66Yr.00,asthma causes symptoms most nights,,,,,,,,1,,,,
25707,9OJ4.00,asthma monitor 1st letter,,,,,,,,1,,,,
103813,1788,asthma trigger - cold air,,,,,,,,1,,,,
39478,H35y700,wood asthma,,,,,,,,1,,,,
24884,663u.00,asthma causes daytime symptoms 1 to 2 times per week,,,,,,,,1,,,,
232,H33z100,asthma attack,,,,,,,,1,,,,
3458,663V000,occasional asthma,,,,,,,,1,,,,
18224,8796,asthma control step 3,,,,,,,,1,,,,
19167,66YQ.00,asthma monitoring by nurse,,,,,,,,1,,,,
19519,663p.00,asthma treatment compliance unsatisfactory,,,,,,,,1,,,,
48591,TJF7300,adverse reaction to theophylline (asthma),,,,,,,,1,,,,
5515,9N1d.00,seen in asthma clinic,,,,,,,,1,,,,
108912,9OJB.00,asthma monitorng invit sms (short message servce) txt messge,,,,,,,,1,,,,
101133,U60F61A,[x] adverse reaction to antiasthmatic nos,,,,,,,,1,,,,
29325,H331000,intrinsic asthma without status asthmaticus,,,,,,,,1,,,,
13064,663V.00,asthma severity,,,,,,,,1,,,,
102713,663P000,asthma limits activities 1 to 2 times per month,,,,,,,,1,,,,
22752,173c.00,occupational asthma,,,,,,,,1,,,,
7191,663P.00,asthma limiting activities,,,,,,,,1,,,,
24479,663d.00,emergency asthma admission since last appointment,,,,,,,,1,,,,
15248,H330.13,hay fever with asthma,,,,,,,,1,,,,
26501,663s.00,asthma never causes daytime symptoms,,,,,,,,1,,,,
38146,663N100,asthma disturbs sleep weekly,,,,,,,,1,,,,
10487,663j.00,asthma - currently active,,,,,,,,1,,,,
16070,H33zz00,asthma nos,,,,,,,,1,,,,
35927,8CE2.00,asthma leaflet given,,,,,,,,1,,,,
14777,H330000,extrinsic asthma without status asthmaticus,,,,,,,,1,,,,
12987,H33z200,late-onset asthma,,,,,,,,1,,,,
6707,H330111,extrinsic asthma with asthma attack,,,,,,,,1,,,,
4892,H33z000,status asthmaticus nos,,,,,,,,1,,,,
18223,66YA.00,step down change in asthma management plan,,,,,,,,1,,,,
110533,9OJB100,asthma monitoring sms text message 2nd invitation,,,,,,,,1,,,,
103952,1784,asthma trigger - emotion,,,,,,,,1,,,,
13173,663O.00,asthma not disturbing sleep,,,,,,,,1,,,,
25706,9OJ5.00,asthma monitor 2nd letter,,,,,,,,1,,,,
17185,H061200,acute bronchiolitis with bronchospasm,,,,,,,,1,,,,
102170,66Yp.00,asthma review using roy colleg of physicians three questions,,,,,,,,1,,,,
2290,H330.11,allergic asthma,,,,,,,,1,,,,
25796,H332.00,mixed asthma,,,,,,,,1,,,,
26503,663v.00,asthma causes daytime symptoms most days,,,,,,,,1,,,,
7416,663N.00,asthma disturbing sleep,,,,,,,,1,,,,
30382,9OJZ.00,asthma monitoring admin.nos,,,,,,,,1,,,,
7378,663U.00,asthma management plan given,,,,,,,,1,,,,
719,14B4.00,h/o: asthma,,,,,,,,1,,,,
107167,66Yu.00,number days absent from school due to asthma in past 6 month,,,,,,,,1,,,,
81,663..11,asthma monitoring,,,,,,,,1,,,,
19539,9OJA.00,asthma monitoring check done,,,,,,,,1,,,,
1692,23D2.11,o/e - bronchospasm,,,,,,,,1,,,,
18141,66YE.00,asthma monitoring due,,,,,,,,1,,,,
30815,663N000,asthma causing night waking,,,,,,,,1,,,,
31135,9OJ8.00,asthma monitor phone invite,,,,,,,,1,,,,
5138,9Q21.00,patient in asthma study,,,,,,,,1,,,,
40864,U60F615,[x] adverse reaction to theophylline - asthma,,,,,,,,1,,,,
25705,9OJ6.00,asthma monitor 3rd letter,,,,,,,,1,,,,
32727,H33z.11,hyperreactive airways disease,,,,,,,,1,,,,
108599,38QM.00,childhood asthma control test,,,,,,,,1,,,,
16785,8794,asthma control step 1,,,,,,,,1,,,,
103321,1786,asthma trigger - animals,,,,,,,,1,,,,
55816,TJF7.00,adverse reaction to antiasthmatics,,,,,,,,1,,,,
185,H333.00,acute exacerbation of asthma,,,,,,,,1,,,,
38145,663x.00,asthma limits walking on the flat,,,,,,,,1,,,,
41017,1780,aspirin induced asthma,,,,,,,,1,,,,
26496,679J.00,health education - asthma,,,,,,,,1,,,,
47993,66YZ.00,does not have asthma management plan,,,,,,,,1,,,,
13066,663h.00,asthma - currently dormant,,,,,,,,1,,,,
11370,1O2..00,asthma confirmed,,,,,,,,1,,,,
103945,1785,asthma trigger - damp,,,,,,,,1,,,,
9552,66Y5.00,change in asthma management plan,,,,,,,,1,,,,
45782,H330z00,extrinsic asthma nos,,,,,,,,1,,,,
102400,66Yq.00,asthma causes night time symptoms 1 to 2 times per week,,,,,,,,1,,,,
20860,8798,asthma control step 5,,,,,,,,1,,,,
78,H33..00,asthma,,,,,,,,1,,,,
92109,9NI8.00,asthma outreach clinic,,,,,,,,1,,,,
46529,9OJ1.00,attends asthma monitoring,,,,,,,,1,,,,
100397,38DT.00,asthma control questionnaire,,,,,,,,1,,,,
10274,8B3j.00,asthma medication review,,,,,,,,1,,,,
25791,8CR0.00,asthma clinical management plan,,,,,,,,1,,,,
103944,178A.00,asthma trigger - airborne dust,,,,,,,,1,,,,
100740,679J100,health education - structured asthma discussion,,,,,,,,1,,,,
38144,663w.00,asthma limits walking up hills or stairs,,,,,,,,1,,,,
9018,663y.00,number of asthma exacerbations in past year,,,,,,,,1,,,,
98185,38DL.00,asthma control test,,,,,,,,1,,,,
24506,8791,further asthma - drug prevent.,,,,,,,,1,,,,
5978,H060.11,acute wheezy bronchitis,,,,,,,,1,,,,
25181,663e.00,asthma restricts exercise,,,,,,,,1,,,,
5627,H330011,hay fever with asthma,,,,,,,,1,,,,
11022,178..00,asthma trigger,,,,,,,,1,,,,
1208,H330.12,childhood asthma,,,,,,,,1,,,,
20422,9OJ..11,asthma clinic administration,,,,,,,,1,,,,
103955,1782,asthma trigger - tobacco smoke,,,,,,,,1,,,,
109468,9OJC.00,asthma monitoring invitation email,,,,,,,,1,,,,
9663,66Y9.00,step up change in asthma management plan,,,,,,,,1,,,,
111669,9OJB200,asthma monitoring sms text message 3rd invitation,,,,,,,,1,,,,
18207,H33zz13,allergic bronchitis nec,,,,,,,,1,,,,
19520,663n.00,asthma treatment compliance satisfactory,,,,,,,,1,,,,
26504,663f.00,asthma never restricts exercise,,,,,,,,1,,,,
40823,H334.00,brittle asthma,,,,,,,,1,,,,
38143,663O000,asthma never disturbs sleep,,,,,,,,1,,,,
103998,663P200,asthma limits activities most days,,,,,,,,1,,,,
102888,663P100,asthma limits activities 1 to 2 times per week,,,,,,,,1,,,,
31167,66YP.00,asthma night-time symptoms,,,,,,,,1,,,,
8335,H33z111,asthma attack nos,,,,,,,,1,,,,
1555,H33..11,bronchial asthma,,,,,,,,1,,,,
43770,13Y4.00,asthma society member,,,,,,,,1,,,,
20886,8797,asthma control step 4,,,,,,,,1,,,,
26861,6.63E+02,asthma sometimes restricts exercise,,,,,,,,1,,,,
102449,1789,asthma trigger - respiratory infection,,,,,,,,1,,,,
3366,663V300,severe asthma,,,,,,,,1,,,,
26506,6.63E+102,asthma severely restricts exercise,,,,,,,,1,,,,
39570,663r.00,asthma causes night symptoms 1 to 2 times per month,,,,,,,,1,,,,
99793,8CMA000,patient has a written asthma personal action plan,,,,,,,,1,,,,
41554,9OJ3.00,asthma monitor offer default,,,,,,,,1,,,,
110339,9OJB000,asthma monitoring sms text message 1st invitation,,,,,,,,1,,,,
30308,9N4Q.00,dna - did not attend asthma clinic,,,,,,,,1,,,,
13175,663N200,asthma disturbs sleep frequently,,,,,,,,1,,,,
100107,679J000,health education - asthma self management,,,,,,,,1,,,,
7146,H330.00,extrinsic (atopic) asthma,,,,,,,,1,,,,
7229,663W.00,asthma prophylactic medication used,,,,,,,,1,,,,
102871,178B.00,asthma trigger - exercise,,,,,,,,1,,,,
8355,9OJA.11,asthma monitored,,,,,,,,1,,,,
105420,661N100,asthma self-management plan review,,,,,,,,1,,,,
102341,1781,asthma trigger - pollen,,,,,,,,1,,,,
3018,663V100,mild asthma,,,,,,,,1,,,,
7058,8H2P.00,"emergency admission, asthma",,,,,,,,1,,,,
10043,66YJ.00,asthma annual review,,,,,,,,1,,,,
104235,U60F611,[x] adverse reaction to antiasthmatics,,,,,,,,1,,,,
100509,9NNX.00,under care of asthma specialist nurse,,,,,,,,1,,,,
18501,66YI.00,copd self-management plan given,,,,,,,,,1,,,
26018,66YS.00,chronic obstructive pulmonary disease monitoring by nurse,,,,,,,,,1,,,
97800,9kf..00,copd - enhanced services administration,,,,,,,,,1,,,
18792,9Oi..00,chronic obstructive pulmonary disease monitoring admin,,,,,,,,,1,,,
114534,66Yz200,shared care chronic obstructive pulmonary disease monitoring,,,,,,,,,1,,,
61513,H311z00,mucopurulent chronic bronchitis nos,,,,,,,,,1,,,
34472,6639.11,home oxygen supply started,,,,,,,,,1,,,
42624,66YL.12,coad follow-up,,,,,,,,,1,,,
